Judul ,Tahun,Nama Penulis ,Abstrak,Keywords
"ANALISIS PERGERAKAN HARGA INTERNASIONAL
MINYAK BUMI, CPO, DAN KEDELAI
DENGAN PENDEKATAN VECM",2014,JAUHARI DWIPUTRA FADILA,"The issue of energy conversion became popular for the past few decades. Bioenergy is a leading products that are considered capable of replacing petroleum, because it is more green and sustain. If the demand for agricultural products was increased, the price of them would be increased too (ceteris paribus). By looking at monthly price between 2004-2013 from World Bank, this research studied the pattern of crude oil, crude palm oil (CPO), and soybeans price movements under an integrated market condition. The movement prices were analyzed by using Vector Error Correction Model (VECM), with FEVD and IRF approached, which indicated that there was cointegration between the crude oil price against soybeans and CPO price. Furthermore, the results of Granger causality test showed crude oil price had the two-way causal relationship with the CPO price, but not with soybeans price. Meanwhile, soybeans price was heavily influnced by the movement price of CPO in the long term.","Energy conversion, crude oil, VECM"
"PEMETAAN DAN ANALISIS DISTRIBUSI HARGA PRODUK-PRODUK PERTANIAN MENGGUNAKAN SISTEM
INFORMASI GEOGRAFIS ",2014,HUSEN,"Information of price change of agricultural product is important in agribusiness because it is used for decision making of the distribution of agricultural products from and to various provinces in Indonesia. The objective of this research is to build an geographic information system of agricultural product prices for decision making distribution. The method of this research is by SDLC (Software Development Life Cycle) with the focus on prototype development. The software used in information system are software for database : MySQL, scripting language : PHP, HTML, and CSS, software to display the map : Mapserver, and software for the information system interface design : FrontPage. The result of this research is information system prototype that displays information of agricultural product price in the form of text, table and maps based on region (province) and time period (daily and monthly). "," geographic information systems, agricultural product, spatial data"
"TINJAUAN DAN PROYEKSI HARGA KOMODITAS POKOK
PANGAN INDONESIA",2014,ALFI IRFAN,"Sufficiency of food needs for human is important because it relates to the rights of citizens and human rights. The process of production ,distribution, and consumption is strongly influenced by domestic food prices. The contribution of food prices to the inflation in Indonesia is 79,61% (Statistic Center, 2013). Fluctuations in food prices is related to biological structure of commodities and agricultural environments, time lags in decision making related to the use of inputs until sell output, market structure, and policy impact. Information of food prices can be accessed to the State Logistics Agency (Bulog), Department of Trade and Industry (Disperindag), and Statistic Center (BPS). Standardization of daily food prices report made by Ministry of Trade Indonesia through Minister Decision No.522/MPP/Kep/11/1998. This regulations do not specifically regulate the location, the quality of the commodity, and commodity branded and nonbranded. this problem cause food prices data among government agencies and private companies different each other. Research on food prices fluctuation and data synergize between government agencies and private companies is important to predict the price and formulating the optimal policy in the future. Every commodities in Indonesia has different characteristics of data, average mean value, and the pattern. Therefore , the best forecasting method for one commodity not always be the best method for another commodity . Based on these problems, the objective of this study are: 1) Analyze the development of Indonesian food prices; 2) Identify synergy prices between State Logistics Agency (Bulog), Department of Industry and Trade (Disperindag) , the Statistic Center (BPS) , and results of the survey in each region; 3) Getting the best forecasting method to forecast the price of basic food commodities in Indonesia ; 4 ) Forecast the price of food commodities of Indonesia in the future . The results showed that there are 7 commodities which have increasing price significantly. Those commodities are cassava (65,44%), onions (87,50%), red chili (70,39%), beef (41,45%), eggs (33,98%) , salted fish (29,06%) and instant noodles (30,68%). Some other commodities have decreasing price. Those commodities are green beans (4,3%) , Filma cooking oil (0,80%) , and Minyakita cooking oil (5,81%). The difference between the price data from Bulog , BPS , Disperindag , and survey results up to Rp 10.177/kg for the same commodity at the same time. There are 4 best methods for forecasting Indonesian food prices. Those methods are Multiplicative winters, additive winters, quadratic trend, multiplicative decomposition, and ARIMA (Autoregressive Integrated Moving Average). Forecasting results indicate that Onion will contribute strongly effect to inflation."," basic food commodities, the synergy of data, time series analysis"
"VOLATILITAS DAN DISPARITAS HARGA BERAS
STUDI DI NEGARA INDONESIA, INDIA, DAN DUNIA",2014,SILVIA SARI BUSNITA,"Food security issue after 2008 global-crisis mainly affect the fluctuations of
food price, especially on the major grain price from all over the world in the last few
years. Even for the rice-commodity, the price hikes also occur in some of the
country's major producers. Although the rice itself is still consumed by half of the
world's population. Hence, the purpose of this research is to identify the volatility and
disparity of the rice price in Indonesia, India, and the world market, as well as to
analyze the affecting factors of the rice price volatility in Indonesia case. By applying
monthly time-series data from 2007 to 2013, this research used the ARCH-GARCH
model to identify the rice-price volatility, while the VECM model is used to analyze
the affecting factors of it. The results show that Indonesia and the world rice-price are
volatile, time-varying variables, with the disparity per years. As for India, the result
found that no volatility in Indian rice-price. The VECM estimation result shows that
on the long-run the supply side significantly affect Indonesia's rice-price volatility,
which are domestic rice-stock, paddy-production, and domestic rice-price. While on
the short-run world rice-price variable also influenced Indonesia's rice-price volatility.","ARCH-GARCH (Autoregressive Conditional Heteroscedasticity Generalized Autoregressive Conditional Heteroscedasticity), disparity, rice-price, VECM (Vector Error Correction Model), volatility"
"FAKTOR-FAKTOR YANG MEMENGARUHI HARGA
EKSPOR KARET ALAM INDONESIA",2014,TEUKU MUHAMMAD AL KAUTSAR,"Natural rubber has been the belle of the Indonesian export commodities. Until 2012, Indonesia is the largest exporter after Thailand. Rubber prices has an important role in the performance. Fluctuating prices will affect the income received by farmers. Not Stabilizing farmers‟ income because the price of rubber will make total production is interrupted. This is due to 80% of production in smallholder plantations. The purposes of this study are to describe condition the export price of Indonesian natural rubber and to analyze the factors affecting the export price of Indonesian natural rubber. This study uses panel data regression in 2002-2012. The results of this research indicate that world prices, export tariff, exchange rate, domestic consumption, export volume, and global crisis significantly influence the export price of Indonesian natural rubber.","data panel, export price, natural rubber"
"KEPUASAN KONSUMEN DAN ANALISIS SENSITIVITAS HARGA
PRODUK MADU PRAMUKA DI PT. MADU PRAMUKA",2014,NUR UTAMI,"The success of PT. Madu Pramuka in its modern honeybee farming business has encouraged the emergence of many varieties of similar products, thus it leads to more competitive market conditions. The purposes of the study were to analyze the importance level and attribute performance of the product, to analyze the level of customer satisfaction, and also to analyze the price sensitivity of the Pramuka Honey Product. The research methods that used were Importance Performance Analysis (IPA), Customer Satisfaction Index (CSI), and Van Westendorp method approach method. Based on the Importance Performance Analysis, attributes included in the first quadrant, wich are the first priority attributes that its performance should be fixed and improved, were the ease of obtaining product and the information on the packaging. Attributes included in Quadrant II, which are attributes that its quality should be mantained, were the flavors, the benefits and the authenticity of the product. From the analysis of Customer Satisfaction Index, a value of 78.63 was obtained indicating that consumers of Pramuka Honey were satisfied with the product. Based on the analysis of price sensitivity, the price of super Pramuka honey in size 650 ml which is Rp110 000, was in acceptable price range, that is bound on the lower end by Rp105 000 and on the upper end by Rp115 000.","Pramuka Honey, Satisfaction, Price Sensitivity, CSI, IPA "
"ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI
HARGA DAGING SAPI DI INDONESIA",2014,PENI ARIANITA WARDANI,"To reduce dependence on beef import, Indonesian government declared an increase of beef production by Self Sufficiency Program 2014. The meaning of self sufficiency in this case is not only about its availability but also public access to food itself. Public access to the beef can be seen from its price. The price of beef in Indonesia is relatively high compared to other countries. This condition caused public purchasing power on beef to be low. In addition, the high price could not be an incentive for breeders to increase beef production. Based on this problem, this research aim to analyze the factors that affect the price of beef in Indonesia. This research used time series data form in period 2008 to 2013. As a result, based on descriptive analysis the price of beef in Indonesia is affected by its distribution chain. On the other side, based on multiple linear regression model there are three variables that affect the price of beef in Indonesia such as the price of beef earlier periode, Eid celebration, and volume of beef import. ","beef, price, self sufficiency"
"PENGARUH KENAIKAN HARGA KEDELAI TERHADAP
STRUKTUR BIAYA DAN KEUNTUNGAN USAHA TEMPE
(STUDI KASUS: RUMAH TEMPE INDONESIA DI BOGOR) ",2014,RIDWAN LUKMANUL HAKIM,"Tempe is a processed product which has a high nutritional value. Tempe businesses are generally run by household and small industries. Tempe produced by RTI consist of genetic modifier organism and Non-genetic modifier organism soybean. This research had only analyzed GMO tempe produced of 450gr and 700gr package. The increase in soybean prices are expected to give effect to the business craftsmen tempe in this case the business RTI. This study aims to analyze the cost structure of the soybean business in RTI before rising soybean prices and the impact of price rise of soybean in terms of the feasibility analysis (R/C ratio and break-even point (BEP). The results showed that the increase in soybean prices affect revenue of RTI. But R/C ratio was rising after the price rise of soybean. Based on these conditions, RTI is advised to improve the amount of their market because of RTI’s market which are segmented.","GMO, sales revenue, R/C ratio, the break-even"
DAMPAK KENAIKAN HARGA DAGING SAPI TERHADAP POLA KONSUMSI PANGAN SUMBER PROTEIN HEWANI DI KABUPATEN BOGOR,2014,ZULFATI RAHMA MAGISTRA,"One kind of food which has important role in developing the food security and create human resources who has healthy quality is food animal proteins. The government is targeting food consumption of animal protein as much as 7.2 g/capita/ day in 2014. Food sources of animal protein can be derived from livestock or fishery products like ruminant meat, poultry, fish, eggs, and milk. This study aims to analyze the pattern of household consumption in Bogor Regency, analyze the level of demand elasticity, and perform simulations to analyze the impact of higher prices for meat. The data used comes from SUSENAS 2012 with 1125 households in Bogor Regency. The analytical method used was descriptive analysis and model of Almost Ideal Demand System (AIDS). The analysis showed that the type of ruminant meat consumption group was very inelastic and have a lower level of consumption than other animal protein foods. People in Bogor Regency consume more fish than ruminant meat. Increasing the prices of beef could make other public consumption for food source of animal proteins is down. Food protein consumption for the people of Bogor regency have met the target set by the government.","AIDS, animal protein, consumption patterns, inelastic, SUSENAS "
PENGARUH KENAIKAN HARGA KEDELAI TERHADAP PROFITABILITAS DAN NILAI TAMBAH USAHA TAHU BANDUNG KAYUN-YUN DI DESA CIHIDEUNG HILIR KECAMATAN CIAMPEA KABUPATEN BOGOR,2014,RAHMA FITRI,"Small industries is part of SME (Small Medium Enterprise) sector that gives an important role in Indonesia’s economic development. One of small industry that potentially to be developed is soybean industries such as tofu industries. Soybean price increase that occurred in 2013 affects tofu small industrial especially Usaha tahu bandung Kayun-Yun. The purpose of this research was to analyze the effect of soybean price increase on profitability and added value of Usaha Tahu Bandung Kayun-Yun. Research location was selected with the considerations that Ciampea subdistricts is one of the all subdistricts in Bogor district that known as tofu production centers. The results showed after soybean prices increased, the total cost increased by 44 957 794 per month, sales volume is still in 6700 pieces per day, the difference in cost of production in the amount of Rp 206/piece for 4 cm tofu and Rp 254/piece for 5 cm tofu, break-even point in goods value for 4 cm tofu in the amount of 586 pieces with 175 873 rupiah IDR and for 5 cm in the amount of 330 pieces with 115 557 rupiah IDR. Profitability value showed an increase of 30.25 % for 4 cm and 29.36 % for 5 cm tofu. The result of the added value also increased by Rp 8 672/kg for 4 cm tofu and Rp 8 195/kilogram for 5 cm tofu.","Soybean, Usaha tahu bandung Kayun-Yun, profitability, added value"
